Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Korea;KWT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;410.6926;411.8038;438.0926;475.8838;508.2256;528.4109;565.1253;588.7366;631.8054;663.2167;686.7021;689.3469;704.4352;684.7778;693.1692;703.0776;731.1157;761.6786;773.0061;789.1974;779.3854;803.0898;816.2877;843.1563;885.9305;901.0876;955.4737;1012.1608;1056.7948;1049.5013;1092.8282;1089.5243;1089.3455;1115.7803;1165.0374;1195.4483;1234.0588;1279.2136;1308.2861;1264.6777;1357.7132;1411.7541;1473.0959;1505.3272;1522.2403;1520.3229;1497.6653;1494.1375;1454.5194;1456.0796;1330.635;1453.6437;1481.5138
Kuwait;LAC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.2883;0.2886;0.3075;0.3688;0.4512;0.3741;0.3689;0.3892;0.3864;0.4148;0.4462;0.1825;0.166;0.1786;0.1483;0.1771;0.1907;0.216;0.2181;0.2373;0.2526;0.3012;0.3123;0.3175;0.3499;0.366;0.4286;0.5063;0.5572;0.5521;0.9345;1.0291;1.1544;1.2;1.258;1.3026;1.7086;1.806;2.1095;2.6407;2.9614;3.1262;3.3357;3.9442;4.3874;8.9274;15.8709;19.2441;19.8621;19.3493;19.3847;20.2143;20.1259
Latin America & Caribbean (excluding high income);LAO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;5.4315;5.504;6.0128;7.413;7.5322;6.7109;6.3015;5.477;6.6277;7.4506;7.5346;7.6244;5.6155;5.9904;6.121;7.1238;7.5219;7.6919;5.9334;5.9745;5.9745;7.4107;7.9604;11.4037;12.5275;14.5233;15.0813;16.5598;16.4436;16.9446;15.3065;16.5164;16.4638;16.4687;16.6883;16.5738;16.1287;14.926;18.2734;21.5577;20.6572;20.9802;23.4349;23.1026;24.9675;26.9063;27.8667;29.2965;27.4953;27.024;21.5681;22.7519;23.7661
Lao PDR;LBN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.9714;0.9659;0.9678;0.9988;1.0733;1.1155;1.1614;1.2001;1.2315;1.437;1.3757;1.2173;1.1168;1.2303;1.0925;1.0964;0.8529;0.8928;1.0727;0.7998;0.3814;0.2651;0.2381;0.2543;0.2544;0.2589;0.2828;0.2795;0.2971;0.3051;0.412;0.4652;0.467;0.5032;0.5499;0.685;0.7248;0.6746;0.5662;0.518;0.8013;0.8809;0.9797;0.9028;1.1887;1.2296;1.3406;1.1683;1.3432;1.3863;1.4333;1.5567;1.6228
Lebanon;LBR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;39.2952;27.3839;20.492;19.1658;12.8465;16.0962;20.7311;22.4083;24.0946;26.9273;27.8831;24.957;28.0215;26.4427;26.9155;25.095;28.5215;27.9478;29.3948;28.676;32.5084;32.7129;34.127;36.3609;42.3459;48.0083;50.4961;46.7659;46.3069;47.6718;49.1902;48.6103;49.7896;53.6389;53.0448;57.5488;57.3054;53.5699;56.97;60.1066;63.5039;44.1898;62.7187;62.5103;61.7473;53.6983;51.0579;55.0205;57.1809;57.8184;46.4741;62.9686;62.743
Liberia;LBY;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0295;0.0295;0.0359;0.0362;0.0323;0.039;0.0354;0.0391;0.0391;0.0387;0.0382;0.0283;0.0352;0.0302;0.0335;0.0431;0.045;0.0518;0.0707;0.0725;0.0667;0.0677;0.0683;0.0669;0.0786;0.0777;0.0772;0.0784;0.0802;0.0777;0.0884;0.0967;0.0894;0.1048;0.1027;0.1072;0.1163;0.1282;0.1385;0.1497;0.1703;0.1337;0.1432;0.1715;0.1753;0.1722;0.1835;0.1793;0.1852;0.2985;0.2539;0.2452;0.2548
Libya;LCA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;541.8123;546.0284;582.2666;632.8502;659.1665;671.3103;717.3391;747.2697;796.8061;833.58;857.4997;853.9307;859.898;839.649;847.5456;854.5717;887.7333;917.2083;938.8637;968.4165;955.821;978.2284;996.9712;1032.4734;1081.0579;1110.0698;1181.0702;1251.2888;1303.2128;1296.8195;1341.1858;1343.9025;1345.0397;1377.8699;1441.7067;1486.0026;1520.1598;1571.8957;1611.5316;1564.8984;1675.8028;1732.66;1816.5588;1850.3187;1859.0518;1846.0979;1810.7331;1796.9837;1749.1727;1736.4106;1560.595;1708.4581;1740.2765
St. Lucia;LCN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;46.8205;46.7444;49.8325;53.2319;55.1916;53.6171;51.1938;57.2425;59.2708;62.0728;65.5736;63.1807;62.5429;65.7489;65.3938;69.6386;71.602;73.2626;76.5319;77.7418;74.8522;75.6212;77.2076;76.8002;82.6693;93.6248;100.49;106.9071;110.1888;116.9744;120.2431;128.9784;133.3442;145.3022;152.065;159.8987;169.3957;181.2209;193.3107;208.0771;223.8447;236.9906;251.5773;272.2529;291.7815;305.6253;334.0703;361.2459;381.3802;390.6435;372.3951;395.9925;404.5379
Latin America & Caribbean;LDC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;102.1683;102.6317;105.6432;108.9665;114.554;118.0692;125.2001;132.3274;137.3244;150.3768;157.3811;162.3338;170.0372;180.2233;186.8466;190.5573;190.3436;192.5341;197.1484;196.3211;195.9327;194.0456;177.2663;168.4978;166.2055;163.1719;157.8858;157.8547;147.7809;155.124;163.7644;169.7852;168.1967;175.1931;181.3884;199.9199;209.1589;205.4221;218.7992;204.2866;203.8489;190.2744;180.7736;163.6162;168.1175;152.3144;158.1265;188.9703;192.2237;199.5431;188.1661;199.8736;204.1325
Low income;LIE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3.1198;3.15;3.7821;3.9448;3.3965;2.9861;3.0531;3.295;3.8925;4.2092;4.2068;4.3351;4.9353;5.0378;4.4179;4.0188;3.9761;4.5593;4.3893;4.1747;4.2373;4.4238;5.5101;5.3943;6.2085;6.2415;8.8024;8.7796;9.0699;10.0133;11.4488;11.3562;11.8808;12.8476;13.2768;14.4186;12.8886;14.1129;13.3;12.7759;13.5168;15.9065;17.8929;14.8356;17.8791;19.7083;23.4839;23.4029;21.9788;23.6342;22.1776;21.1703;18.5359
Liechtenstein;LKA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;505.7623;522.1928;557.631;592.295;638.9252;647.7319;679.7244;688.4523;701.5724;767.7114;784.6007;805.3133;830.0201;873.6658;921.4317;959.3445;1012.0038;1075.1825;1124.2774;1177.1183;1212.6135;1270.754;1309.3941;1352.4413;1393.5179;1484.3917;1567.4406;1645.1058;1694.2014;1783.3171;1842.081;1895.3099;1949.5496;2003.8268;2143.3761;2228.7309;2335.3315;2498.0628;2619.3521;2776.9254;2942.1602;3091.7201;3297.7978;3395.268;3619.4268;3705.9306;3851.3074;4073.1201;4287.7324;4300.9376;4023.8987;4338.1688;4511.0195
Sri Lanka;LMC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3234.5758;3279.5085;3484.1344;3714.2992;3871.2946;4128.0206;4364.8926;4622.2554;4887.0546;5083.6579;5122.8984;5120.8652;5281.1472;5439.7487;5704.5969;5833.3308;6076.5945;6389.4595;6660.9455;6860.9877;7124.5404;7309.774;7384.4698;7580.4714;7754.535;8234.6017;8318.0069;8601.2622;8722.6074;8757.8103;9167.9017;9446.3351;9888.1888;10776.4894;11808.7312;12777.5082;13751.8455;14690.1883;15181.8275;15737.8338;16928.684;18081.2771;18759.3634;19405.5143;19792.6215;19642.2074;19829.1641;20436.3523;21269.4533;21585.2795;21236.5361;22498.4036;22738.8444
Lower middle income;LMY;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0736;0.0736;0.0733;0.0758;0.0818;0.0849;0.088;0.0911;0.0926;0.1066;0.1047;0.1004;0.0934;0.1022;0.0988;0.108;0.1174;0.1646;0.1049;0.1397;0.1107;0.1399;0.1191;0.1147;0.1254;0.1275;0.1329;0.1327;0.1301;0.1326;0.3624;0.3693;0.3867;0.3912;0.4107;0.4105;0.4196;0.5409;0.4415;0.5079;0.5274;0.5418;0.5786;0.5784;0.6032;0.5952;0.635;0.6795;0.6724;0.7022;0.7125;0.7135;0.779
Low & middle income;LSO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3548.2816;3604.8442;3803.3038;4023.8183;4150.0816;4479.9668;4685.5189;4934.8967;5265.242;5366.0869;5408.2577;5320.3459;5407.1218;5533.8608;5760.0422;5838.4651;6062.653;6320.4254;6564.9274;6672.4325;6753.063;6852.0794;6709.1189;6716.6021;6672.4817;6990.2978;6979.5126;6983.9602;7031.0567;7005.8467;7301.6269;7541.5188;7878.3767;8666.0059;9501.2113;10327.3762;11134.8836;11822.571;12161.8544;12493.6597;13528.7292;14543.5358;14923.4654;15449.2748;15567.6547;15436.1924;15453.3567;15784.1961;16429.0529;16822.9309;16870.7792;17881.6655;17790.8368
Lesotho;LTE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;19.1063;19.6603;20.8204;22.1436;23.3855;25.3263;26.1848;26.8526;27.9736;28.7254;29.9551;29.7242;29.7106;29.7607;30.5265;30.6618;31.451;32.4297;32.8452;33.0152;34.9358;36.8578;20.8488;16.1293;15.6147;14.9778;15.4505;14.9429;15.8034;13.2406;11.579;12.3234;12.4196;12.4181;13.0055;13.9147;14.1715;15.5513;15.8161;13.195;14.0266;14.3115;14.4789;13.3554;13.2056;13.6544;13.5165;13.9576;14.0131;14.2898;14.2477;14.0573;13.2638
Late-demographic dividend;LTU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;18.3857;17.146;16.8698;18.244;16.894;13.4378;14.3339;13.625;14.8937;14.0237;13.1888;11.2091;10.5324;9.8828;10.819;11.0124;10.7515;10.2221;10.7599;11.5668;11.7114;12.157;11.8177;12.0501;11.1967;8.9767;8.9962;8.495;7.8013;8.1658;8.8007;9.3341;10.0321;10.4541;11.8802;12.1141;11.942;11.3415;11.2125;10.6097;11.2133;11.0899;10.8676;10.3234;9.8198;9.3093;9.0413;9.1882;9.4975;9.6735;8.0789;8.6287;7.5868
Lithuania;LUX;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;12.59;12.8146;13.5254;14.3497;15.0978;16.2388;16.6827;17.0453;17.7169;18.1243;18.8197;18.7793;19.1522;19.3766;19.608;19.804;20.375;20.969;21.2301;21.2192;19.7039;17.9499;14.26;11.9648;10.4301;9.1797;9.1937;8.7559;8.3588;7.8097;7.1796;7.6378;7.6295;7.8699;7.9238;8.0195;8.523;8.8933;8.4559;7.7149;8.864;8.204;7.9978;7.763;7.5388;7.6272;7.4529;7.4036;8.0762;7.871;7.2521;7.2388;6.7054
Luxembourg;LVA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;0.3038;0.3038;0.3237;0.3888;0.4765;0.394;0.3882;0.4098;0.4066;0.4367;0.4701;0.4508;0.4725;0.6497;0.6304;0.5723;0.7101;0.8761;0.8556;0.8773;0.9294;0.9227;0.9605;1.0324;1.156;1.108;1.3029;1.4264;1.5833;1.6248;1.6315;1.6969;1.8352;1.8693;2.1602;2.1755;2.1525;1.9266;1.6012;1.7574;1.7437;1.7204;1.772;1.8325;2.0963;2.8246;2.6849;3.1985;2.5074;2.7162;2.1404;2.2117
Macao SAR;MAF;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6.9359;6.9597;7.7653;9.16;10.1167;10.853;11.9097;13.1355;14.0414;15.2257;15.6866;15.7859;16.5093;17.3606;17.5319;18.2593;18.7532;19.2084;20.244;21.8714;22.4608;23.5367;25.2154;25.9713;28.128;29.2733;28.9113;30.4526;31.209;32.8548;33.5538;36.9813;38.2613;38.0892;41.908;44.4954;45.6254;46.2629;49.08;48.9413;52.0271;56.2648;58.5356;58.4785;59.4511;61.0828;60.9949;63.8465;65.1827;71.8419;67.5879;75.8287;72.642
Morocco;MCO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;16.7613;16.9455;17.8959;18.9976;20.0245;21.4038;21.9649;22.4851;23.3969;24.0062;25.1981;25.1304;25.466;25.7168;26.1049;26.5438;27.5668;28.4419;28.9174;28.9392;31.7569;25.5917;20.2917;17.171;13.9087;12.0044;10.3159;9.4504;8.5494;7.2333;6.7171;7.0173;7.1595;7.7103;7.7705;8.1728;7.9435;7.8513;7.7632;7.6323;8.3894;8.4266;8.2455;7.3433;7.885;8.1636;8.3042;8.1896;8.7553;9.0374;8.7757;9.2131;8.6521
Monaco;MDA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.7684;0.7695;0.7883;0.7294;0.7201;0.8003;0.7449;0.7677;0.8372;0.9032;0.9973;0.8009;0.7403;0.6702;0.8633;0.7885;0.7451;0.8086;0.7468;0.7753;0.9078;0.9706;0.9831;1.019;1.2553;1.4148;1.3589;1.4909;1.6645;1.7075;1.6941;1.7103;1.166;1.5494;1.6759;1.788;1.7143;1.8033;1.8699;1.7758;1.9681;2.2941;2.8503;3.049;3.1332;3.4179;3.2507;3.5521;3.3765;4.0003;2.818;3.058;3.19
Moldova;MDG;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0099;0.0099;0.0106;0.0127;0.0154;0.0129;0.0128;0.0135;0.0135;0.0144;0.0155;0.0154;0.0153;0.0152;0.0513;0.0567;0.0568;0.0645;0.0788;0.076;0.0931;0.0941;0.095;0.1084;0.2381;0.309;0.3188;0.2924;0.3333;0.3236;0.7018;0.6034;0.7208;0.6147;0.7844;0.7275;0.8851;0.8774;0.9581;1.0211;1.0716;1.1679;1.4692;1.6384;2.2187;1.6292;1.776;1.8742;2.1476;2.5345;2.0488;2.1312;2.1811
Madagascar;MDV;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;359.6685;383.8125;428.2798;496.7637;496.6939;501.2465;586.8216;608.2716;638.7426;664.0746;671.8242;639.9742;685.7382;724.6795;719.4409;752.382;769.0096;808.4526;842.9353;885.8678;904.9777;947.7572;1007.2162;1064.2792;1148.1274;1184.147;1222.0509;1277.9672;1287.7032;1334.3805;1394.216;1468.6455;1522.8032;1577.5082;1666.5521;1782.966;1885.9;1971.3898;2083.7685;2157.3718;2256.6843;2308.6929;2435.4208;2479.2445;2563.399;2599.5458;2632.02;2689.662;2688.0264;2681.7868;2598.0495;2748.5192;2815.735
Maldives;MEA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;120.905;121.3048;133.3888;143.5124;158.3364;166.6503;177.8195;183.8955;206.1453;218.0818;241.2335;259.4486;277.4801;261.7556;265.3197;274.5157;270.204;281.6967;280.3415;293.6321;289.9776;307.8085;311.5049;319.5474;345.3089;325.5577;341.5257;360.6132;383.3937;372.2562;396.2258;394.2897;400.3372;420.3092;429.8932;446.8733;463.5496;470.3536;471.8303;461.1672;476.5939;486.3982;505.73;493.7269;480.4615;489.8045;496.2142;498.902;474.7854;482.3012;422.6251;441.8253;487.774
Middle East & North Africa;MEX;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0
Mexico;MHL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3132.4075;3176.8768;3378.4912;3605.3327;3756.7406;4009.9514;4239.6925;4489.928;4749.7302;4933.2811;4965.5173;4958.5314;5111.11;5259.5254;5517.7503;5642.7735;5886.2509;6196.9254;6463.7971;6664.6666;6928.6077;7115.7284;7207.2035;7411.9736;7588.3295;8071.4298;8160.1211;8443.4075;8574.8265;8602.6863;9004.1373;9276.5499;9719.9921;10601.2963;11627.3428;12577.5883;13542.6866;14484.7662;14963.0283;15533.5472;16724.8351;17891.0027;18578.5898;19241.8981;19624.504;19489.893;19671.0376;20247.382;21077.2296;21385.7364;21048.37;22298.53;22534.7119
Marshall Islands;MIC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;9.1081;8.5433;8.6208;9.985;10.2598;8.1972;8.6214;8.8921;8.606;9.7709;8.9655;9.7076;8.3279;7.7518;9.0823;9.6369;9.9251;9.544;9.6864;9.9593;11.1899;9.8986;8.805;9.0417;8.7708;8.7164;10.2734;9.2513;10.1483;9.3663;9.0372;9.2212;8.6898;9.4418;9.2009;9.6629;9.6465;10.3599;10.1404;9.1198;9.1733;10.2423;9.6186;8.7945;8.3502;7.9369;7.6236;7.9861;7.5528;8.6815;7.5919;8.3379;8.3365
Middle income;MKD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.247;0.2458;0.2482;0.2589;0.2734;0.2865;0.2907;0.2986;0.3026;0.3415;0.3325;0.4237;0.3021;0.3252;0.3175;0.3427;0.2757;0.4359;0.239;0.4027;0.3244;0.4096;0.3739;0.3634;0.364;0.3703;0.406;0.4056;0.4202;0.4281;0.8217;0.8427;0.8759;0.8952;0.9222;0.9507;1.1485;1.3647;1.5792;1.9906;2.0062;2.1557;2.279;2.7302;2.9284;3.5238;4.4396;4.9105;5.2932;5.7857;5.9354;6.4397;6.726
North Macedonia;MLI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.6829;0.6829;0.8561;0.8222;0.7529;0.6778;0.7647;0.809;0.9424;0.9187;1.0208;1.1556;1.3229;0.9808;1.338;1.1691;1.8834;1.9745;2.1475;2.3282;2.3218;2.2179;2.1757;2.8129;2.5151;2.3857;2.3311;2.4768;2.3837;2.4176;2.1348;2.4948;2.3241;2.6134;2.6067;2.6347;2.6599;2.7239;2.7325;2.5184;2.5952;2.5823;2.7249;2.3826;2.3693;1.6721;1.3653;1.5344;1.5666;1.6725;1.6256;1.6746;1.7154
Mali;MLT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4.7284;4.7516;4.6418;3.6828;4.2582;4.1743;4.4678;4.7903;4.9667;5.1728;5.4713;5.4221;5.6143;5.4419;5.9547;6.2804;6.5832;4.9776;4.6828;4.7119;4.4274;4.2806;4.5418;5.0797;6.0985;7.3948;7.7823;7.7473;8.4231;9.2426;10.0399;8.7721;8.8431;10.9602;10.6336;11.2448;10.4579;10.9223;8.3574;7.7869;8.6304;9.1743;12.5584;14.1874;17.7401;19.7339;22.9682;33.7355;34.3329;35.4378;35.7899;37.1243;37.394
Malta;MMR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;214.4269;215.4842;233.9681;266.7055;270.3867;279.9158;332.1332;345.4793;358.35;372.436;354.6385;340.7677;379.5594;416.9412;434.3655;462.8435;470.9461;491.5785;501.3688;525.4409;560.1683;580.7459;636.0958;667.4182;717.6067;744.3917;759.6873;799.3698;783.0538;812.0526;850.4989;893.7809;915.4472;940.7414;998.5464;1075.0156;1130.3832;1174.1904;1215.4225;1259.6809;1287.9648;1292.4856;1360.404;1381.5817;1416.2558;1405.2712;1428.3316;1498.712;1537.3332;1512.9684;1446.1194;1546.0674;1583.1998
Middle East & North Africa (excluding high income);MNE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;5.5807;5.5798;5.1321;5.5169;6.1358;6.3123;6.5104;7.4179;8.0022;8.51;9.3424;8.754;9.4372;9.6866;10.3219;11.9279;13.0621;13.8694;14.7071;13.9668;13.148;14.8583;12.9573;11.9373;10.4063;10.3439;8.7427;8.5693;8.5962;8.6538;9.0419;9.0122;9.658;9.3624;9.577;11.1074;12.5929;13.1592;13.1415;13.8292;14.5791;16.0935;17.4638;18.7425;18.4863;17.6179;18.5416;19.9771;21.9545;23.5565;21.528;22.1616;22.0953
Montenegro;MNG;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mongolia;MNP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3.1582;3.1705;2.9157;3.1029;2.9303;2.5307;2.5683;2.4964;2.1792;2.0589;2.4898;2.1928;2.022;1.8438;1.5537;1.5763;1.5411;1.5403;1.5484;1.5313;1.1619;0.9743;1.1614;1.3511;1.1451;1.2574;1.2133;1.3414;1.2963;1.2899;1.5708;1.8964;1.9871;2.5254;2.7801;2.6655;2.8268;3.2436;3.149;3.4026;3.6064;4.2492;4.7014;5.1168;5.7902;6.4576;8.3312;8.3115;8.0541;8.628;7.9798;8.9794;10.0282
Northern Mariana Islands;MOZ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3332;0.3347;0.3369;0.3492;0.3742;0.3899;0.4023;0.4156;0.4231;0.4793;0.4764;0.4393;0.4107;0.4459;0.6233;0.6187;0.3867;0.7061;0.8359;0.889;0.7175;0.9179;2.3547;2.3254;2.4216;2.4952;2.4906;2.4624;2.509;2.5298;1.092;1.1832;1.3037;1.3604;1.4996;1.5473;1.711;1.8975;2.1263;2.0822;2.1257;2.2567;2.5349;2.3069;2.6992;2.7519;2.5487;3.6203;3.8324;4.1237;4.0683;4.4134;4.6116
Mozambique;MRT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3057;0.3058;0.335;0.3733;0.4425;0.4609;0.5092;0.591;0.619;0.6231;0.5816;0.6013;0.5536;0.6298;0.6767;0.6354;0.7872;0.8325;0.922;1.0394;1.1861;1.2705;1.3423;1.48;1.525;1.5614;1.6357;1.6426;1.8017;2.2084;2.4426;2.5828;2.6364;2.7605;2.7841;2.9783;3.3213;3.4134;3.4869;3.4372;3.6747;3.6556;3.7428;3.8593;3.9889;4.0012;4.0756;4.2152;4.1779;4.2119;3.7574;4.0374;4.2818
Mauritania;MUS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3456;0.3423;0.3656;0.392;0.4109;0.4686;0.4479;0.4475;0.4548;0.4575;0.5133;0.5021;0.4295;0.3891;0.3594;0.377;0.3642;0.4843;0.4284;0.4873;1.5424;1.7822;1.9444;1.9692;2.0533;2.0968;2.2436;2.5286;2.6815;2.746;3.1203;3.1738;3.1325;3.156;3.1533;3.5721;3.795;4.0852;4.2923;4.1511;4.4932;5.735;5.685;5.0176;4.975;4.9047;4.8788;5.3622;5.4914;5.4981;5.1726;5.2094;5.6275
Mauritius;MWI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;13.7079;14.1035;14.1312;14.6201;17.4301;18.7325;20.6382;20.5601;22.6026;25.4806;27.3445;28.8926;30.4715;34.1582;35.4521;37.3213;37.2259;38.3147;40.9489;48.1133;56.4943;67.9256;71.2937;77.7196;83.531;89.9788;102.8213;110.2631;110.7122;119.5168;129.3413;136.2591;144.8027;153.5366;166.5623;176.9273;184.4002;201.6149;212.9998;192.8238;211.2146;213.6583;216.3157;232.55;246.1679;247.2827;242.7542;234.9983;252.0649;254.4234;252.0651;260.5913;277.5318
Malawi;MYS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4951.693;4824.322;5094.3082;5299.3089;5138.1869;4916.299;5229.8295;5408.5507;5401.5812;5452.581;5231.3319;5141.4537;4879.2634;4856.9327;5082.0971;5108.1887;5060.587;5230.7524;5482.2987;5555.1341;5424.7173;5374.1529;5464.808;5582.7366;5682.2811;5747.9299;5916.883;6205.7269;6259.1725;6285.7148;6472.1951;6412.4011;6281.2026;6366.9499;6446.8007;6465.145;6359.8068;6474.8481;6270.5546;5821.0213;6085.6652;5884.2387;5661.9451;5808.1211;5833.4828;5719.4733;5613.4797;5554.954;5724.7349;5561.2926;5012.0154;5331.1698;5436.1706
Malaysia;NAC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.7399;0.7402;0.7325;0.7577;0.8148;0.8388;0.8673;0.8975;0.9103;1.0498;1.0311;0.987;0.9158;0.9996;0.9633;1.057;1.1564;1.7699;1.804;1.5915;1.2706;1.1286;1.2279;1.4242;1.6446;1.7824;1.9538;2.0213;2.0861;1.9849;1.9485;2.4658;2.1378;2.2944;2.4319;2.5919;2.5558;2.6302;3.0112;3.0817;3.1841;3.3726;3.5504;3.7914;3.9358;4.1345;4.2583;4.1853;4.2144;4.2349;3.8596;3.9245;4.2878
North America;NAM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.0474;1.0474;1.1232;1.3292;1.6168;1.3675;1.353;1.4389;1.4448;1.5514;1.6714;1.6124;1.1168;1.011;1.074;1.4316;1.3726;1.5035;1.4676;1.5995;1.5699;1.6636;1.6599;1.5914;1.6103;1.5925;1.7632;1.7783;1.8509;1.8876;2.3263;2.3318;2.5721;2.815;2.5359;2.8225;2.7574;2.7904;2.8053;2.8759;3.6626;3.6399;3.6989;4.0571;4.9975;4.8066;5.1789;5.0044;6.4456;6.4856;5.1415;5.3213;5.3618
