Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Cameroon;CMR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;2.9265;2.9567;3.0413;3.0599;3.2146;3.1596;3.0986;3.208;3.231;3.5743;3.5378;3.783;3.0421;3.9774;3.8847;3.629;3.3975;3.7323;3.8746;3.6829;3.367;1.8924;1.6263;1.5681;2.4809;2.313;2.5573;2.5645;2.5534;2.3593;1.8745;1.822;1.9118;2.3162;2.212;2.4802;2.549;2.8161;2.8897;2.8076;2.9427;3.3659;3.0134;4.1919;5.3844;3.4892;2.6884;3.1274;3.0528;3.3523;3.4185;3.6014
Congo; Dem. Rep.;COD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);;1.8033;2.0656;1.9788;8.9625;12.8887;7.9683;7.7006;2.4727;1.5337;1.3938;1.8291;2.0553;2.3835;2.459;2.428;2.4669;2.4039;2.4557;2.4297;2.4342;2.3988;2.4473;2.3881;2.3588;2.16;2.7465;3.3046;3.4048;4.0481;4.1922;4.5351;4.4201;2.8799;3.5852;3.6394;4.352;4.8419;4.2845;4.4533;4.9404;5.3191;4.8773;4.5031;5.4598;5.299;5.7713;5.6108;5.555;6.4156;7.2123;7.3544;7.1436
Congo; Rep.;COG;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);28.5672;28.8735;29.6006;30.4804;31.5814;34.1633;36.444;37.3973;39.8729;40.0898;40.881;41.384;41.962;44.0188;44.7729;46.3386;46.7895;48.7798;49.326;50.8595;53.0373;54.6898;56.7687;60.1153;59.6366;62.3935;61.4652;66.6898;67.811;59.1845;62.2181;61.8664;59.429;58.9063;58.9543;60.7264;59.4928;61.1664;61.4985;64.3763;66.1633;71.4373;71.6643;79.3336;81.4547;82.5923;85.4112;77.7974;81.6321;81.4829;81.268;84.3173;88.4698
Colombia;COL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0219;0.0219;0.0218;0.0225;0.0243;0.0252;0.0262;0.0271;0.0276;0.0318;0.0312;0.0299;0.0278;0.0304;0.0294;0.0293;0.017;0.0503;0.0461;0.0427;0.04;0.049;0.0417;0.0405;0.0406;0.0412;0.043;0.043;0.0544;0.0554;0.0931;0.0982;0.1007;0.1302;0.1415;0.1366;0.1637;0.1081;0.1078;0.1316;0.1574;0.1401;0.1459;0.1737;0.1556;0.1708;0.1935;0.2462;0.2716;0.3027;0.3072;0.3347;0.3429
Comoros;COM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.15;0.15;0.1492;0.1544;0.1667;0.1732;0.1795;0.1859;0.1889;0.2181;0.2141;0.2048;0.0818;0.0896;0.1056;0.1052;0.034;0.0505;0.0625;0.0695;0.0548;0.0696;0.0691;0.0672;0.079;0.0782;0.094;0.094;0.0958;0.0977;0.2896;0.3287;0.3625;0.3625;0.3931;0.6112;0.6689;0.7561;0.7339;0.7021;0.7573;0.8676;0.7506;0.7282;0.7794;0.789;0.8019;0.8387;0.8528;0.8818;0.8947;0.9683;1.015
Cabo Verde;CPV;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.4334;1.4465;1.6214;1.8319;1.798;1.9711;2.0285;2.5563;2.7622;2.755;2.4905;2.3062;1.9716;2.0014;2.0778;2.1905;2.286;2.4103;2.5517;2.8823;2.9148;3.1523;4.2417;4.2635;4.975;4.966;4.7204;4.6516;5.1709;5.1614;5.1197;5.5172;5.6151;6.0563;6.1673;6.3528;6.902;7.6997;7.635;7.3266;7.2454;7.7059;7.6448;7.9449;8.0558;7.7698;8.2305;8.3771;8.4455;8.1893;7.1732;8.1388;8.6084
Costa Rica;CRI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4.0623;4.085;4.5681;4.8298;4.2672;4.7698;4.5272;4.8061;4.7483;4.7029;4.7458;4.4153;3.7829;3.1243;3.2754;3.4341;3.461;3.4914;3.6828;3.8926;3.8466;3.695;3.4441;3.4768;3.8943;4.2128;4.3537;4.7156;4.9677;4.7656;5.1332;5.1837;4.8747;4.8283;5.114;5.2329;5.2279;5.6535;5.8825;5.8302;6.4961;6.007;6.9142;7.1517;7.4804;7.5874;8.4227;7.8412;8.092;9.243;9.1593;10.1972;10.3913
Caribbean small states;CSS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;21.8478;22.0254;21.6632;23.3026;25.2844;26.0143;27.4832;29.9627;32.1084;32.5301;33.3472;33.611;33.3521;35.9402;37.7942;35.3359;35.9711;39.1885;40.8762;41.6682;38.6169;30.0806;23.8646;21.8331;22.456;23.9052;25.8957;28.3464;27.8271;28.6062;28.9755;27.8024;26.5457;25.7768;25.2956;26.2242;26.7915;27.676;26.7345;26.949;28.1954;27.7528;28.9222;29.0814;26.9127;29.4596;27.3604;26.4834;26.8379;24.5454;24.4737;24.1584;24.7708
Curacao;CUW;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0255;0.0273;0.0355;0.0381;0.0359;0.0459;0.0438;0.0508;0.0532;0.055;0.0568;0.058;0.0588;0.0616;0.0733;0.0759;0.0839;0.0944;0.1075;0.1102;0.1084;0.1083;0.111;0.1035;0.1184;0.1249;0.124;0.1259;0.1288;0.1249;0.1204;0.1218;0.1311;0.1391;0.1305;0.1363;0.1491;0.19;0.206;0.211;0.2306;0.1888;0.1872;0.2226;0.2286;0.2365;0.2457;0.2565;0.2669;0.3604;0.3062;0.2956;0.3072
Cayman Islands;CYM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.1675;2.1843;2.6634;2.7716;2.1222;2.1636;2.6315;2.7938;2.9037;3.0984;3.2699;3.1313;3.165;3.1507;3.2027;3.1464;3.4975;4.0593;4.1142;4.3509;4.6385;5.1605;5.4883;5.7449;5.9889;5.8588;6.2215;6.3116;6.6152;6.8764;7.1321;6.9975;7.1748;7.8432;7.7883;7.9052;8.0106;8.3083;8.4936;8.2866;7.9134;7.6557;7.1208;6.4395;6.8161;6.855;7.2207;7.3619;7.2127;7.2148;6.8;7.4351;7.4603
Cyprus;CYP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;186.755;187.0142;186.9461;184.9914;168.4079;175.6676;181.0121;191.5117;189.2346;198.9687;191.8573;192.6066;194.6514;195.3085;197.8919;195.2806;193.7176;193.6966;189.6482;182.0726;164.6668;149.3106;143.219;138.2688;133.0263;132.4024;136.0626;132.634;126.5336;118.9322;131.655;131.6423;126.5611;129.9124;130.888;128.542;129.7416;131.169;125.3114;118.9909;120.345;117.555;113.4623;108.945;106.6095;107.5739;109.0102;109.8664;108.6618;103.2747;94.2044;100.2897;101.5447
Czechia;CZE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1074.753;1068.935;1096.6347;1146.7799;1112.4872;1053.3454;1116.6153;1095.4427;1133.7482;1182.1831;1128.3018;1093.0596;1047.761;1064.189;1078.5864;1080.6876;1074.7177;1066.7461;1059.5235;1045.0658;1008.1381;986.8668;933.4618;925.4153;910.4007;906.0987;935.2645;903.7574;902.5517;868.8007;866.545;882.9541;867.4819;870.2943;855.2006;835.26;848.691;818.2172;823.5429;763.9593;809.1071;783.1138;795.7335;813.1739;773.2646;779.7272;783.995;769.1068;744.5547;693.5111;637.3954;679.2743;673.5953
Germany;DEU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.7116;0.7116;0.708;0.7327;0.7913;0.8221;0.8525;0.8828;0.897;1.0364;1.017;0.7786;0.7221;0.5936;0.4775;0.4758;0.4449;0.6427;0.5769;1.227;0.9925;1.2641;1.0823;1.0608;1.0895;1.0977;1.1452;1.154;1.1771;1.1994;0.7582;0.7639;0.7856;0.8253;0.7988;0.759;0.7325;0.7573;0.8162;0.7221;0.8197;0.6241;0.7987;0.8716;0.8892;0.8145;0.7217;0.6426;0.7022;0.6771;0.6817;0.7456;0.7611
Djibouti;DJI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0076;0.0076;0.0092;0.0093;0.0083;0.01;0.0091;0.01;0.01;0.0099;0.0098;0.0142;0.0134;0.0131;0.0145;0.0145;0.0125;0.0185;0.0213;0.0218;0.0201;0.0204;0.0206;0.0379;0.0493;0.0568;0.0625;0.0604;0.0335;0.0578;0.053;0.0538;0.0483;0.055;0.0589;0.0577;0.0602;0.0725;0.0695;0.0707;0.0728;0.0569;0.0534;0.0617;0.0661;0.0685;0.0728;0.0634;0.0741;0.0805;0.0686;0.0663;0.0688
Dominica;DMA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;61.9319;57.6629;59.7115;58.7618;52.3648;54.6577;60.3669;62.0742;62.012;65.4324;64.8592;54.5469;56.8428;53.3066;54.9439;62.7433;63.3725;61.4105;57.4904;51.8088;52.4316;63.0923;57.3996;59.723;63.7057;60.6024;74.0318;64.2685;60.2802;57.3113;53.1933;54.7894;54.3138;59.7427;54.1805;50.7099;58.6574;53.9149;50.6624;48.4684;48.58;43.5074;38.6096;40.3534;36.2169;34.0852;35.7161;33.582;33.5742;30.0831;27.6033;30.566;29.1588
Denmark;DNK;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3.8838;3.9319;5.0611;5.0776;5.4298;5.6361;5.7837;6.2483;6.366;6.7245;6.9196;6.5793;6.399;7.4152;7.7974;6.8535;7.6634;8.8089;8.8348;9.4116;8.0492;8.4284;9.7809;9.6593;11.2871;11.9999;12.9051;14.6874;16.7942;18.2076;19.0138;19.1404;21.0142;18.7845;17.4236;18.7862;20.5309;20.6994;20.6535;19.8004;20.8377;21.0813;21.8534;21.4596;21.6743;23.8;24.7963;23.7362;25.5515;25.9419;23.0619;23.1828;23.457
Dominican Republic;DOM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;19.0222;22.3427;34.4162;46.4976;39.297;35.7084;46.3248;51.2879;56.5496;56.5163;56.6093;53.2286;54.8615;57.4238;60.5083;69.8076;72.6606;69.8027;70.4927;70.9362;67.9216;72.0113;79.9126;80.2019;77.6397;80.1802;79.0681;77.5132;77.6821;80.9082;83.5843;81.9745;86.4761;92.9116;92.4801;98.1717;103.1874;105.7929;110.6196;114.0045;116.3638;122.7114;137.2699;141.5458;151.9705;161.3282;157.9285;161.3702;170.4337;176.2355;167.6342;178.7964;177.0794
Algeria;DZA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1105.6284;1110.5648;1182.3195;1237.2957;1262.9968;1427.0152;1484.7232;1670.8537;1872.217;1934.313;1907.6908;1900.193;1979.687;2079.1852;2243.647;2276.526;2404.5186;2559.2528;2742.6735;2844.0115;2935.3894;3102.1764;3231.0993;3489.7713;3679.7373;4064.3182;4080.9673;4223.7939;4282.6549;4247.1679;4491.4789;4711.8825;5054.583;5752.8342;6538.1992;7318.6182;8035.7818;8682.97;8934.3006;9488.0929;10350.4183;11254.0384;11605.3998;12101.2413;12305.8902;12213.1104;12264.0857;12593.9329;13248.6326;13636.4806;13791.8326;14509.9576;14562.6804
East Asia & Pacific (excluding high income);EAP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1204.8337;1218.1812;1307.812;1430.3059;1491.889;1538.147;1672.9038;1754.7886;1792.4937;1881.6232;1970.2484;2026.9369;2126.6394;2175.935;2218.5216;2294.7241;2368.9378;2507.4221;2581.4453;2676.4831;2813.6234;2914.4218;3000.2881;3101.546;3266.2014;3415.9075;3579.8975;3743.2543;3862.0776;3979.3422;4123.2942;4197.6172;4332.1432;4516.4027;4768.3884;4975.9214;5243.0187;5543.4919;5738.1202;5897.8969;6176.3831;6408.5886;6750.7155;6806.038;7120.2397;7188.6628;7318.5312;7626.7336;7806.2077;7760.3882;7229.9893;7721.5679;8086.8327
Early-demographic dividend;EAR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2213.0499;2217.6011;2347.7038;2543.8279;2582.6783;2704.3801;2812.3414;3054.7572;3261.8377;3368.2053;3328.4531;3307.7987;3356.3009;3466.0995;3728.4364;3758.6786;3895.4562;4077.0589;4375.0362;4537.5234;4749.3505;4961.3502;5125.2617;5414.2432;5688.0992;6124.9438;6190.9124;6355.3851;6326.8504;6378.3825;6698.5902;6922.7252;7314.9042;8027.2861;8838.599;9633.26;10342.5499;11048.8469;11242.4839;11747.5558;12723.5676;13712.8778;14107.6893;14610.512;14753.9953;14644.2877;14708.2356;15038.3987;15653.2057;15984.6793;16010.0779;16760.2295;16811.5404
East Asia & Pacific;EAS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;992.7021;1016.34;1072.2607;1132.935;1181.9785;1237.087;1285.6384;1321.7778;1348.8846;1377.8463;1416.6952;1404.2091;1407.7346;1418.2706;1433.1563;1454.5797;1494.1879;1542.8187;1560.6761;1574.6906;1681.0102;1611.3679;1453.9062;1296.6084;1134.0313;1094.6385;1014.0641;991.166;997.3096;983.9783;1014.779;988.7715;1022.2251;1086.114;1091.4313;1101.498;1168.2498;1216.4248;1255.9272;1140.6273;1211.0091;1281.0404;1275.087;1269.3656;1192.0674;1126.7788;1170.4111;1211.2297;1233.2248;1200.83;1199.677;1258.8175;1239.0293
Europe & Central Asia (excluding high income);ECA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6643.4401;6689.9538;6949.4787;7323.984;7336.4439;7390.09;7770.9946;7838.2658;8060.1462;8296.6566;8247.9881;8024.138;7932.8553;7943.8157;7996.6343;8096.619;8217.3594;8374.9468;8431.0798;8443.4571;8490.6748;8351.4063;7853.1631;7429.5044;7058.1954;7024.1086;7022.4483;6799.385;6807.5933;6774.6393;6857.8643;6911.0143;6906.3441;7144.1174;7156.0674;7141.7678;7260.8064;7263.837;7190.5603;6650.7292;6924.0183;6942.2343;6881.402;6727.5501;6447.6664;6434.8638;6439.9552;6523.2028;6548.392;6425.6367;6024.716;6438.1923;6374.8479
Europe & Central Asia;ECS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;5.0186;4.4897;4.4716;5.6432;6.8984;7.4795;8.566;9.9585;11.1924;12.1304;12.7714;14.0644;14.16;13.305;13.7123;14.7544;15.4871;14.2141;16.0182;16.1504;17.5237;17.5592;18.4968;18.0423;18.9107;20.7596;23.9259;24.9358;24.4664;21.656;21.9997;24.2657;24.254;24.7916;26.1697;28.1798;30.1744;30.7847;31.8179;34.6222;37.3219;37.6935;37.8686;40.2925;42.4828;42.2047;40.9127;39.7064;41.3159;40.7692;35.6829;42.9722;46.1069
Ecuador;ECU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;25.4362;25.1442;27.3307;25.4499;29.4238;31.7163;36.6574;37.8115;38.2874;41.5812;45.6704;51.6217;55.7806;62.1182;68.3889;71.7627;74.9361;81.206;83.3688;88.5205;91.4479;93.6083;97.3789;97.7146;93.1626;99.6666;106.8543;113.7167;120.066;129.3431;127.859;141.1477;144.9069;147.798;160.3637;178.3352;188.8295;201.9;201.9695;210.286;211.6948;219.282;232.8909;228.6886;233.042;239.3425;250.0503;268.6342;269.31;234.3408;228.166;249.6425
Egypt; Arab Rep.;EGY;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);2575.2524;2588.5572;2707.5165;2860.8033;2811.4554;2679.5197;2874.961;2817.0056;2912.9344;3032.569;2954.1273;2833.5654;2731.5152;2720.3136;2735.5577;2732.7611;2729.325;2755.5239;2771.1714;2824.5331;2810.8657;2818.5193;2716.683;2659.6849;2659.387;2707.7531;2765.1497;2741.2341;2788.7293;2769.3216;2791.2996;2838.0462;2843.0658;2902.7297;2917.8465;2906.3124;2891.2308;2860.1599;2796.5622;2585.3577;2664.4994;2574.3419;2538.1483;2481.5084;2356.5183;2407.5261;2405.7974;2411.293;2352.3188;2241.0695;2011.8556;2150.8017;2139.6137
Euro area;EMU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3417;0.3399;0.3217;0.3246;0.3172;0.3017;0.294;0.249;0.2586;0.2868;0.3011;0.3395;0.3176;0.3225;0.3238;0.3332;0.2914;0.2965;0.3056;0.313;0.3292;0.3782;0.4629;0.6586;0.7427;0.8091;0.889;0.8432;0.6394;0.6793;0.6703;0.7353;0.7255;0.7004;0.7174;0.6042;0.5434;0.5301;0.4631;0.4809;0.5168;0.6166;0.6343;0.5936;0.5956;0.5776;0.5972;0.5981;0.6948;0.7126;0.7221;0.7892;0.8047
Eritrea;ERI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;144.547;141.1059;153.4125;166.3211;178.7882;184.6325;202.8344;194.7631;193.5309;205.2292;215.0008;220.6593;214.1297;217.2978;206.3453;199.6104;203.4581;204.5832;208.7741;227.0934;231.5581;238.904;247.3969;232.8388;243.6626;256.1324;246.9205;266.5573;274.4394;296.4716;312.6547;313.3843;330.957;339.3579;354.9792;369.9158;361.1296;374.3183;342.716;303.4514;290.5488;292.657;286.6176;259.9319;257.3207;273.2968;264.5244;281.0535;274.3705;257.113;216.9768;231.4395;254.3634
Spain;ESP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;16.1975;16.4752;17.4032;18.5653;19.625;20.7569;21.5966;22.0801;22.9321;23.5632;24.3043;24.1426;24.6781;25.0232;25.2727;25.5864;26.4718;27.4073;27.6675;27.6083;37.9449;34.6196;25.0053;20.4992;21.066;18.9657;20.034;20.3747;18.4688;16.9924;17.2262;17.658;16.9035;18.9533;19.2999;19.4054;18.7123;22.3118;20.2026;16.824;21.6256;21.7324;20.5968;22.9377;22.003;19.9902;19.9891;21.2239;22.3408;14.7106;11.5416;11.6361;10.8479
Estonia;EST;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.1671;1.1708;1.087;1.1872;1.2018;1.0691;1.0644;1.1356;1.1718;1.2175;1.2527;1.3619;1.2494;1.3341;1.2417;1.2912;1.622;1.8992;1.9832;2.0915;2.1861;2.1647;1.6957;2.159;2.4961;2.8262;3.1872;3.3329;3.5415;3.4956;3.876;4.787;4.9208;5.2596;5.7301;5.4714;5.7929;6.3485;6.8589;6.8971;6.8661;7.9573;9.0233;10.4917;12.7812;13.5436;16.1065;16.6073;17.7701;18.3767;18.8413;20.5525;21.1069
Ethiopia;ETH;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3488.5829;3501.3553;3644.9221;3833.5464;3772.0139;3684.6023;3945.161;3925.144;4069.955;4213.4099;4130.976;3951.943;3855.5081;3836.8046;3868.7276;3885.9198;3896.1405;3942.7887;3936.9654;3945.6139;3793.2903;3739.9705;3594.6003;3528.6834;3517.3741;3571.2385;3671.2801;3604.9844;3597.3347;3534.1647;3549.1559;3605.007;3594.0329;3688.3848;3693.4834;3672.609;3687.6579;3650.2841;3565.0225;3294.3303;3399.8369;3306.2726;3240.7965;3159.4478;3016.7093;3076.4996;3084.8971;3113.1554;3047.8651;2904.1884;2633.4915;2824.3022;2804.8056
European Union;EUU;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;718.1898;734.2186;765.1604;824.3652;866.7594;863.8552;921.2262;922.5121;943.89;1020.7413;1031.5774;990.6319;992.3303;1001.4667;1012.4095;1029.646;1058.5257;1083.4051;1105.6918;1119.71;1154.6446;1106.5729;1048.0541;998.7982;918.637;941.8052;897.2635;906.2019;859.0775;838.3598;868.5432;893.0953;883.5329;919.3923;909.1317;919.5507;912.7066;908.3666;928.6178;875.0319;943.4081;952.7357;994.2363;1004.0272;966.4639;886.147;890.6366;890.2125;921.4781;907.0493;808.8725;853.777;833.2866
Fragile and conflict affected situations;FCS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;41.2399;40.6539;44.3347;48.4073;44.5834;44.7407;50.9733;50.6526;57.1082;56.8741;57.4025;47.993;46.2507;44.6687;46.0176;50.4515;50.5594;55.2218;53.8657;53.887;56.2117;56.8818;54.0745;55.3178;62.0586;58.7245;64.712;62.6497;59.4312;58.7637;57.2604;63.2357;65.3519;73.7414;70.017;57.7818;69.362;67.4393;59.0946;56.5001;65.397;57.768;51.9019;53.0017;49.0463;45.6594;48.4776;45.5711;47.1684;43.7069;39.0201;39.0503;37.3247
Finland;FIN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.7127;0.7216;0.7701;0.9165;1.1086;0.9213;0.9065;0.9608;0.9594;1.0275;1.1024;1.1253;1.0957;0.9069;0.7566;0.849;0.8734;0.7929;0.7837;0.9069;0.995;0.8522;0.8921;0.9286;0.9843;1.0316;1.0903;1.172;1.1774;1.2444;1.6035;1.6939;1.3811;1.617;2.0977;1.8344;1.9647;1.7227;1.2942;1.1009;1.7235;1.2691;1.2259;1.3863;1.5765;1.6561;1.6286;1.7857;1.86;1.9678;1.5887;1.6555;1.6929
Fiji;FJI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;465.3054;478.1156;495.8484;531.9694;513.1927;474.3674;518.8377;500.9692;518.8552;526.7134;505.3551;455.2777;433.3124;415.3759;403.71;393.5095;381.6535;375.0144;374.715;389.2698;384.0315;408.7956;395.4616;375.9136;371.4883;380.2994;395.318;387.0595;408.8321;402.453;399.9178;404.1994;398.8362;403.4683;404.1177;406.2729;395.7895;388.6396;381.9631;369.3187;376.5955;363.3023;365.248;359.7839;326.9437;331.9617;335.0173;338.5848;327.6848;321.6696;286.3395;324.7652;315.2995
France;FRA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0009;0.0009;0.001;0.001;0.0011;0.0011;0.0011;0.0012;0.0012;0.0012;0.0013;0.0013;0.0013;0.0014;0.0014;0.0014;0.0015;0.0015;0.0015;0.0016;0.0016;0.0016;0.0016;0.0016;0.0016;0.0016;0.0016;0.0017;0.0017;0.0017;0.0018;0.0018;0.0018;0.0019;0.0019;0.0019;0.0019;0.0019;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.0021;0.0021;0.0021;0.0021;0.0021
Faroe Islands;FRO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micronesia; Fed. Sts.;FSM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);0.6008;1.1139;1.2005;3.8517;3.9524;5.0918;5.9076;5.839;6.4909;6.3947;6.1476;6.4715;6.4544;5.9275;6.856;7.8364;5.6244;4.7955;4.9562;6.2536;6.1647;4.9269;4.9649;5.0753;5.0376;5.6619;6.3238;6.0399;6.9145;6.5822;6.5971;6.7343;6.4657;7.3355;6.6183;6.3847;5.7007;5.1691;5.5128;5.4426;5.9513;5.8132;5.8835;6.0713;6.2608;6.4345;6.5871;5.6686;5.3591;5.5778;5.6557;5.6023;5.5166
Gabon;GAB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;669.5185;661.9823;648.8472;680.9453;636.5992;617.0678;623.0446;632.8211;632.8162;668.4695;607.7049;588.2748;574.4455;566.2619;549.1087;575.2116;588.9352;594.804;594.7406;579.2079;581.0121;590.1422;575.9129;560.0184;554.946;547.3807;566.0358;542.4568;544.0294;540.3116;547.2459;561.2174;545.4631;559.2362;558.9677;556.5733;557.0976;547.1158;531.3931;481.789;497.6151;457.8869;480.7009;467.4401;428.9045;414.2155;394.1968;379.2145;373.3339;357.881;320.5414;339.0646;340.6103
United Kingdom;GBR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;23.1366;23.433;24.8116;25.8075;26.5837;28.3708;28.8735;28.9753;30.0238;30.9887;31.7723;31.4581;31.2005;30.981;31.3835;31.492;32.1761;33.2886;33.7412;33.75;34.4823;26.4694;20.782;16.6324;10.7218;8.4224;6.6741;5.8446;5.2809;4.8882;5.2123;3.7765;3.2973;3.5901;3.9327;4.832;5.3148;6.2725;5.4894;6.3333;6.1637;7.4585;8.1409;8.9598;9.6626;10.3921;10.7581;10.98;10.9142;11.7339;11.3617;11.9292;12.0139
Georgia;GEO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.3446;2.3843;2.4963;2.5508;2.7186;2.8941;2.9599;3.0552;2.9713;2.6351;2.6631;3.1744;2.7334;1.7269;2.0009;2.3412;2.5388;2.7077;2.8426;3.1715;3.1311;2.903;3.4272;3.5358;3.7637;4.0443;4.3889;4.6169;6.2698;6.8425;6.0859;6.5732;7.7515;7.2791;6.8006;7.1877;8.7214;9.2113;8.7465;10.0472;11.2486;12.1404;14.6508;15.5766;15.0114;15.8021;16.2048;16.8624;19.0057;20.0881;21.9307;24.0668;24.453
Ghana;GHA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0695;0.0695;0.0596;0.06;0.06;0.063;0.0625;0.0594;0.0562;0.0788;0.094;0.0876;0.0976;0.0882;0.0849;0.0912;0.1171;0.1286;0.1439;0.1375;0.1438;0.203;0.241;0.2441;0.2882;0.2819;0.2882;0.2975;0.3132;0.3257;0.3412;0.35;0.3562;0.3625;0.3938;0.4063;0.425;0.422;0.4311;0.4717;0.4748;0.4592;0.4688;0.4998;0.5373;0.5872;0.6123;0.6498;0.6897;0.7174;0.6451;0.6406;0.6636
